year,month,latitude,scenario,temperature
2076,8,18,COMMITTED,294.31
2077,8,18,COMMITTED,294.56
2078,8,18,COMMITTED,294.57
2079,8,18,COMMITTED,293.72
2080,8,18,COMMITTED,294.11
2081,8,18,COMMITTED,294.27
2082,8,18,COMMITTED,293.88
2083,8,18,COMMITTED,294.28
2084,8,18,COMMITTED,294.02
2085,8,18,COMMITTED,294.67
2086,8,18,COMMITTED,294.13
2087,8,18,COMMITTED,293.75
2088,8,18,COMMITTED,293.81
2089,8,18,COMMITTED,293.08
2090,8,18,COMMITTED,294.73
2091,8,18,COMMITTED,294.91
2092,8,18,COMMITTED,294.43
2093,8,18,COMMITTED,294.53
2094,8,18,COMMITTED,294.22
2095,8,18,COMMITTED,294.61
2096,8,18,COMMITTED,294.46
2097,8,18,COMMITTED,294.41
2098,8,18,COMMITTED,294.15
2099,8,18,COMMITTED,294.05
2100,8,18,COMMITTED,294.25
2001,9,18,COMMITTED,293.46
2002,9,18,COMMITTED,293.83
2003,9,18,COMMITTED,293.75
2004,9,18,COMMITTED,293.91
2005,9,18,COMMITTED,293.99
2006,9,18,COMMITTED,292.77
2007,9,18,COMMITTED,293.85
2008,9,18,COMMITTED,292.95
2009,9,18,COMMITTED,293.66
2010,9,18,COMMITTED,294.03
2011,9,18,COMMITTED,293.93
2012,9,18,COMMITTED,294.25
2013,9,18,COMMITTED,294.29
2014,9,18,COMMITTED,294.34
2015,9,18,COMMITTED,293.72
2016,9,18,COMMITTED,293.91
2017,9,18,COMMITTED,294.06
2018,9,18,COMMITTED,294.03
2019,9,18,COMMITTED,294.55
2020,9,18,COMMITTED,294.82
2021,9,18,COMMITTED,294.21
2022,9,18,COMMITTED,294.1
2023,9,18,COMMITTED,293.71
2024,9,18,COMMITTED,293.64
2025,9,18,COMMITTED,294.17
2026,9,18,COMMITTED,294.6
2027,9,18,COMMITTED,293.19
2028,9,18,COMMITTED,294.11
2029,9,18,COMMITTED,294.45
2030,9,18,COMMITTED,292.68
2031,9,18,COMMITTED,294.57
2032,9,18,COMMITTED,293.44
2033,9,18,COMMITTED,294.69
2034,9,18,COMMITTED,293.55
2035,9,18,COMMITTED,293.84
2036,9,18,COMMITTED,293.68
2037,9,18,COMMITTED,293.44
2038,9,18,COMMITTED,293.68
2039,9,18,COMMITTED,292.66
2040,9,18,COMMITTED,293.64
2041,9,18,COMMITTED,294.01
2042,9,18,COMMITTED,294.52
2043,9,18,COMMITTED,293.84
2044,9,18,COMMITTED,293.48
2045,9,18,COMMITTED,293.74
2046,9,18,COMMITTED,294.49
2047,9,18,COMMITTED,293.85
2048,9,18,COMMITTED,294.27
2049,9,18,COMMITTED,294.04
2050,9,18,COMMITTED,293.65
2051,9,18,COMMITTED,294.4
2052,9,18,COMMITTED,294.07
2053,9,18,COMMITTED,294.03
2054,9,18,COMMITTED,294.02
2055,9,18,COMMITTED,293.78
2056,9,18,COMMITTED,294.4
2057,9,18,COMMITTED,294.32
2058,9,18,COMMITTED,293.79
2059,9,18,COMMITTED,293.93
2060,9,18,COMMITTED,293.58
2061,9,18,COMMITTED,294.32
2062,9,18,COMMITTED,294.25
2063,9,18,COMMITTED,293.81
2064,9,18,COMMITTED,293.71
2065,9,18,COMMITTED,293.88
2066,9,18,COMMITTED,294.16
2067,9,18,COMMITTED,293.86
2068,9,18,COMMITTED,294.16
2069,9,18,COMMITTED,294.39
2070,9,18,COMMITTED,293.71
2071,9,18,COMMITTED,293.87
2072,9,18,COMMITTED,294.17
2073,9,18,COMMITTED,293.33
2074,9,18,COMMITTED,293.6
2075,9,18,COMMITTED,294.35
2076,9,18,COMMITTED,293.9
2077,9,18,COMMITTED,294.15
2078,9,18,COMMITTED,293.82
2079,9,18,COMMITTED,294.11
2080,9,18,COMMITTED,294
2081,9,18,COMMITTED,293.97
2082,9,18,COMMITTED,294.78
2083,9,18,COMMITTED,293.56
2084,9,18,COMMITTED,293.85
2085,9,18,COMMITTED,294.43
2086,9,18,COMMITTED,293.69
2087,9,18,COMMITTED,293.73
2088,9,18,COMMITTED,294.01
2089,9,18,COMMITTED,293.91
2090,9,18,COMMITTED,293.86
2091,9,18,COMMITTED,295.12
2092,9,18,COMMITTED,294.37
2093,9,18,COMMITTED,294.44
2094,9,18,COMMITTED,293.56
2095,9,18,COMMITTED,293.85
2096,9,18,COMMITTED,293.31
2097,9,18,COMMITTED,294.26
2098,9,18,COMMITTED,293.9
2099,9,18,COMMITTED,293.99
2100,9,18,COMMITTED,294.57
2001,10,18,COMMITTED,292.98
2002,10,18,COMMITTED,293.16
2003,10,18,COMMITTED,292.69
2004,10,18,COMMITTED,292.84
2005,10,18,COMMITTED,293.02
2006,10,18,COMMITTED,292.07
2007,10,18,COMMITTED,293.14
2008,10,18,COMMITTED,292.05
2009,10,18,COMMITTED,291.95
2010,10,18,COMMITTED,292.75
2011,10,18,COMMITTED,292.82
2012,10,18,COMMITTED,293.03
2013,10,18,COMMITTED,293.12
2014,10,18,COMMITTED,293
2015,10,18,COMMITTED,292.8
2016,10,18,COMMITTED,292.38
2017,10,18,COMMITTED,294.11
2018,10,18,COMMITTED,293.88
2019,10,18,COMMITTED,293.91
2020,10,18,COMMITTED,293.29
2021,10,18,COMMITTED,293.46
2022,10,18,COMMITTED,293.02
2023,10,18,COMMITTED,292.62
2024,10,18,COMMITTED,292.38
2025,10,18,COMMITTED,293.43
2026,10,18,COMMITTED,292.19
2027,10,18,COMMITTED,292.9
2028,10,18,COMMITTED,293.91
2029,10,18,COMMITTED,292.62
2030,10,18,COMMITTED,293.16
2031,10,18,COMMITTED,292.41
2032,10,18,COMMITTED,292.87
2033,10,18,COMMITTED,293.61
2034,10,18,COMMITTED,293.43
2035,10,18,COMMITTED,293.86
2036,10,18,COMMITTED,293.18
2037,10,18,COMMITTED,292.8
2038,10,18,COMMITTED,293.32
2039,10,18,COMMITTED,292.78
2040,10,18,COMMITTED,293.38
2041,10,18,COMMITTED,293.21
2042,10,18,COMMITTED,293.37
2043,10,18,COMMITTED,293.53
2044,10,18,COMMITTED,292.72
2045,10,18,COMMITTED,292.74
2046,10,18,COMMITTED,293.5
2047,10,18,COMMITTED,292.84
2048,10,18,COMMITTED,293.72
2049,10,18,COMMITTED,292.18
2050,10,18,COMMITTED,293.33
2051,10,18,COMMITTED,292.73
2052,10,18,COMMITTED,293.17
2053,10,18,COMMITTED,293.02
2054,10,18,COMMITTED,292.47
2055,10,18,COMMITTED,292.25
2056,10,18,COMMITTED,293.34
2057,10,18,COMMITTED,292.48
2058,10,18,COMMITTED,293.4
2059,10,18,COMMITTED,292.99
2060,10,18,COMMITTED,292.5
2061,10,18,COMMITTED,293.42
2062,10,18,COMMITTED,293.5
2063,10,18,COMMITTED,293.27
2064,10,18,COMMITTED,292.8
2065,10,18,COMMITTED,292.48
2066,10,18,COMMITTED,292.73
2067,10,18,COMMITTED,292.5
2068,10,18,COMMITTED,293.09
2069,10,18,COMMITTED,292.91
2070,10,18,COMMITTED,293.51
2071,10,18,COMMITTED,293.46
2072,10,18,COMMITTED,293.68
2073,10,18,COMMITTED,293.69
2074,10,18,COMMITTED,291.85
2075,10,18,COMMITTED,293.32
2076,10,18,COMMITTED,292.82
2077,10,18,COMMITTED,293.19
2078,10,18,COMMITTED,293.35
2079,10,18,COMMITTED,293.27
2080,10,18,COMMITTED,293.65
2081,10,18,COMMITTED,292.73
2082,10,18,COMMITTED,293.15
2083,10,18,COMMITTED,291.5
2084,10,18,COMMITTED,292.05
2085,10,18,COMMITTED,293.07
2086,10,18,COMMITTED,292.08
2087,10,18,COMMITTED,293.44
2088,10,18,COMMITTED,293.13
2089,10,18,COMMITTED,293.65
2090,10,18,COMMITTED,292.87
2091,10,18,COMMITTED,293.04
2092,10,18,COMMITTED,293.01
2093,10,18,COMMITTED,293.38
2094,10,18,COMMITTED,293.07
2095,10,18,COMMITTED,292.19
2096,10,18,COMMITTED,292.34
2097,10,18,COMMITTED,292.73
2098,10,18,COMMITTED,292.99
2099,10,18,COMMITTED,293.13
2100,10,18,COMMITTED,293.47
2001,11,18,COMMITTED,291.5
2002,11,18,COMMITTED,291.7
2003,11,18,COMMITTED,291.57
2004,11,18,COMMITTED,291.67
2005,11,18,COMMITTED,291.77
2006,11,18,COMMITTED,291.71
2007,11,18,COMMITTED,292.7
2008,11,18,COMMITTED,292.16
2009,11,18,COMMITTED,291.27
2010,11,18,COMMITTED,291.51
2011,11,18,COMMITTED,292.37
2012,11,18,COMMITTED,290.72
2013,11,18,COMMITTED,292.11
2014,11,18,COMMITTED,290.9
2015,11,18,COMMITTED,290.96
2016,11,18,COMMITTED,292.45
2017,11,18,COMMITTED,291.94
2018,11,18,COMMITTED,291.14
2019,11,18,COMMITTED,291.76
2020,11,18,COMMITTED,290.96
2021,11,18,COMMITTED,291.87
2022,11,18,COMMITTED,291.91
2023,11,18,COMMITTED,291.51
2024,11,18,COMMITTED,290.8
2025,11,18,COMMITTED,291.4
2026,11,18,COMMITTED,291.43
2027,11,18,COMMITTED,291.61
2028,11,18,COMMITTED,291.16
2029,11,18,COMMITTED,291.34
2030,11,18,COMMITTED,289.36
2031,11,18,COMMITTED,290.64
2032,11,18,COMMITTED,290.51
2033,11,18,COMMITTED,291.01
2034,11,18,COMMITTED,292.29
2035,11,18,COMMITTED,291.63
2036,11,18,COMMITTED,291.17
2037,11,18,COMMITTED,291.9
2038,11,18,COMMITTED,291.45
2039,11,18,COMMITTED,290.81
2040,11,18,COMMITTED,292.33
2041,11,18,COMMITTED,291.25
2042,11,18,COMMITTED,291.32
2043,11,18,COMMITTED,291.1
2044,11,18,COMMITTED,292.85
2045,11,18,COMMITTED,291.61
2046,11,18,COMMITTED,292.18
2047,11,18,COMMITTED,292.29
2048,11,18,COMMITTED,292.26
2049,11,18,COMMITTED,291.7
2050,11,18,COMMITTED,291.88
2051,11,18,COMMITTED,291.02
2052,11,18,COMMITTED,291.36
2053,11,18,COMMITTED,290.52
2054,11,18,COMMITTED,291.65
2055,11,18,COMMITTED,291.02
2056,11,18,COMMITTED,291.56
2057,11,18,COMMITTED,291.84
2058,11,18,COMMITTED,291.04
2059,11,18,COMMITTED,290.26
2060,11,18,COMMITTED,291.34
2061,11,18,COMMITTED,292.04
2062,11,18,COMMITTED,291.67
2063,11,18,COMMITTED,291.53
2064,11,18,COMMITTED,291.69
2065,11,18,COMMITTED,290.05
2066,11,18,COMMITTED,292.12
2067,11,18,COMMITTED,291.35
2068,11,18,COMMITTED,290.9
2069,11,18,COMMITTED,291.5
2070,11,18,COMMITTED,290.94
2071,11,18,COMMITTED,292.88
2072,11,18,COMMITTED,291.28
2073,11,18,COMMITTED,292.14
2074,11,18,COMMITTED,291.81
2075,11,18,COMMITTED,291.33
2076,11,18,COMMITTED,291.96
2077,11,18,COMMITTED,290.63
2078,11,18,COMMITTED,291.4
2079,11,18,COMMITTED,290.72
2080,11,18,COMMITTED,292.15
2081,11,18,COMMITTED,290.48
2082,11,18,COMMITTED,292.15
2083,11,18,COMMITTED,292.12
2084,11,18,COMMITTED,291.4
2085,11,18,COMMITTED,290.43
2086,11,18,COMMITTED,291.38
2087,11,18,COMMITTED,290.93
2088,11,18,COMMITTED,291.65
2089,11,18,COMMITTED,291.65
2090,11,18,COMMITTED,291.09
2091,11,18,COMMITTED,290.74
2092,11,18,COMMITTED,292.07
2093,11,18,COMMITTED,291.78
2094,11,18,COMMITTED,290.69
2095,11,18,COMMITTED,291.01
2096,11,18,COMMITTED,291.27
2097,11,18,COMMITTED,291.11
2098,11,18,COMMITTED,291.74
2099,11,18,COMMITTED,290.89
2100,11,18,COMMITTED,291.42
2001,12,18,COMMITTED,288.68
2002,12,18,COMMITTED,290.21
2003,12,18,COMMITTED,288.98
2004,12,18,COMMITTED,288.35
2005,12,18,COMMITTED,290.03
2006,12,18,COMMITTED,289.83
2007,12,18,COMMITTED,290.62
2008,12,18,COMMITTED,291.37
2009,12,18,COMMITTED,290.33
2010,12,18,COMMITTED,289.71
2011,12,18,COMMITTED,289.21
2012,12,18,COMMITTED,290.22
2013,12,18,COMMITTED,288.97
2014,12,18,COMMITTED,289.85
2015,12,18,COMMITTED,290.62
2016,12,18,COMMITTED,290.21
2017,12,18,COMMITTED,290.18
2018,12,18,COMMITTED,288.13
2019,12,18,COMMITTED,289.03
2020,12,18,COMMITTED,290.89
2021,12,18,COMMITTED,288.88
2022,12,18,COMMITTED,287.62
2023,12,18,COMMITTED,290.39
2024,12,18,COMMITTED,289.18
2025,12,18,COMMITTED,289.83
2026,12,18,COMMITTED,288.25
2027,12,18,COMMITTED,290.23
2028,12,18,COMMITTED,288.97
2029,12,18,COMMITTED,289.76
2030,12,18,COMMITTED,288.36
2031,12,18,COMMITTED,288.71
2032,12,18,COMMITTED,288.12
2033,12,18,COMMITTED,287.33
2034,12,18,COMMITTED,289.74
2035,12,18,COMMITTED,288.92
2036,12,18,COMMITTED,288.64
2037,12,18,COMMITTED,289.27
2038,12,18,COMMITTED,286.79
2039,12,18,COMMITTED,287.94
2040,12,18,COMMITTED,290.6
2041,12,18,COMMITTED,287.36
2042,12,18,COMMITTED,289.21
2043,12,18,COMMITTED,287.76
2044,12,18,COMMITTED,291.31
2045,12,18,COMMITTED,288.99
2046,12,18,COMMITTED,288.29
2047,12,18,COMMITTED,290.42
2048,12,18,COMMITTED,289.96
2049,12,18,COMMITTED,290.72
2050,12,18,COMMITTED,289.84
2051,12,18,COMMITTED,289.32
2052,12,18,COMMITTED,289.86
2053,12,18,COMMITTED,290.74
2054,12,18,COMMITTED,289.64
2055,12,18,COMMITTED,288.38
2056,12,18,COMMITTED,288.75
2057,12,18,COMMITTED,289.03
2058,12,18,COMMITTED,290.71
2059,12,18,COMMITTED,288.02
2060,12,18,COMMITTED,288.1
2061,12,18,COMMITTED,289.95
2062,12,18,COMMITTED,288.99
2063,12,18,COMMITTED,288.46
2064,12,18,COMMITTED,289.79
2065,12,18,COMMITTED,290.06
2066,12,18,COMMITTED,290.78
2067,12,18,COMMITTED,289.32
2068,12,18,COMMITTED,289.89
2069,12,18,COMMITTED,287.26
2070,12,18,COMMITTED,288.16
2071,12,18,COMMITTED,289.94
2072,12,18,COMMITTED,289.65
2073,12,18,COMMITTED,290.22
2074,12,18,COMMITTED,288.91
2075,12,18,COMMITTED,289.36
2076,12,18,COMMITTED,290.25
2077,12,18,COMMITTED,288.68
2078,12,18,COMMITTED,289.85
2079,12,18,COMMITTED,289.47
2080,12,18,COMMITTED,288.98
2081,12,18,COMMITTED,290.03
2082,12,18,COMMITTED,288.28
2083,12,18,COMMITTED,290.36
2084,12,18,COMMITTED,290.01
2085,12,18,COMMITTED,288.58
2086,12,18,COMMITTED,289.03
2087,12,18,COMMITTED,289.22
2088,12,18,COMMITTED,289.39
2089,12,18,COMMITTED,290.15
2090,12,18,COMMITTED,288.05
2091,12,18,COMMITTED,287.24
2092,12,18,COMMITTED,289.16
2093,12,18,COMMITTED,287.63
2094,12,18,COMMITTED,289.88
2095,12,18,COMMITTED,288.37
2096,12,18,COMMITTED,288.31
2097,12,18,COMMITTED,289.14
2098,12,18,COMMITTED,288.76
2099,12,18,COMMITTED,288.86
2100,12,18,COMMITTED,288.44
2001,1,21,COMMITTED,280.75
2002,1,21,COMMITTED,280.02
2003,1,21,COMMITTED,280.08
2004,1,21,COMMITTED,281.75
2005,1,21,COMMITTED,280.56
2006,1,21,COMMITTED,282.59
2007,1,21,COMMITTED,283.2
2008,1,21,COMMITTED,280.84
2009,1,21,COMMITTED,283.05
2010,1,21,COMMITTED,282.64
2011,1,21,COMMITTED,283.27
2012,1,21,COMMITTED,283.26
2013,1,21,COMMITTED,280.22
2014,1,21,COMMITTED,281.36
2015,1,21,COMMITTED,282.66
2016,1,21,COMMITTED,283.12
2017,1,21,COMMITTED,283.31
2018,1,21,COMMITTED,281.23
2019,1,21,COMMITTED,281.76
2020,1,21,COMMITTED,280.6
2021,1,21,COMMITTED,281.87
2022,1,21,COMMITTED,283.63
2023,1,21,COMMITTED,282.87
2024,1,21,COMMITTED,281.74
2025,1,21,COMMITTED,282.26
2026,1,21,COMMITTED,280.97
2027,1,21,COMMITTED,281.47
2028,1,21,COMMITTED,280.41
2029,1,21,COMMITTED,280.82
2030,1,21,COMMITTED,282.4
2031,1,21,COMMITTED,283.07
2032,1,21,COMMITTED,281.93
2033,1,21,COMMITTED,283.11
2034,1,21,COMMITTED,280.75
2035,1,21,COMMITTED,280.99
2036,1,21,COMMITTED,281.29
2037,1,21,COMMITTED,281.7
2038,1,21,COMMITTED,283.92
2039,1,21,COMMITTED,280.84
2040,1,21,COMMITTED,281.66
2041,1,21,COMMITTED,280.05
2042,1,21,COMMITTED,283.4
2043,1,21,COMMITTED,282.46
2044,1,21,COMMITTED,281.33
2045,1,21,COMMITTED,280.82
2046,1,21,COMMITTED,280.1
2047,1,21,COMMITTED,281.74
2048,1,21,COMMITTED,282.28
2049,1,21,COMMITTED,281.41
2050,1,21,COMMITTED,280.91
2051,1,21,COMMITTED,282.89
2052,1,21,COMMITTED,281.84
2053,1,21,COMMITTED,281.76
2054,1,21,COMMITTED,282.66
2055,1,21,COMMITTED,281.53
2056,1,21,COMMITTED,280.9
2057,1,21,COMMITTED,281.32
2058,1,21,COMMITTED,281.91
2059,1,21,COMMITTED,283.23
2060,1,21,COMMITTED,280.98
2061,1,21,COMMITTED,281.77
2062,1,21,COMMITTED,282.07
2063,1,21,COMMITTED,281.06
2064,1,21,COMMITTED,284.59
2065,1,21,COMMITTED,281.55
2066,1,21,COMMITTED,281.65
2067,1,21,COMMITTED,280.56
2068,1,21,COMMITTED,283
2069,1,21,COMMITTED,279.52
2070,1,21,COMMITTED,278.79
2071,1,21,COMMITTED,281.86
2072,1,21,COMMITTED,282.83
2073,1,21,COMMITTED,282.62
2074,1,21,COMMITTED,281.68
2075,1,21,COMMITTED,282.19
2076,1,21,COMMITTED,280.57
2077,1,21,COMMITTED,282.89
2078,1,21,COMMITTED,283.4
2079,1,21,COMMITTED,283.33
2080,1,21,COMMITTED,283.26
2081,1,21,COMMITTED,281.28
2082,1,21,COMMITTED,280.48
2083,1,21,COMMITTED,283.36
2084,1,21,COMMITTED,283.48
2085,1,21,COMMITTED,281.58
2086,1,21,COMMITTED,279.36
2087,1,21,COMMITTED,279.8
2088,1,21,COMMITTED,283.28
2089,1,21,COMMITTED,281.14
2090,1,21,COMMITTED,283.05
2091,1,21,COMMITTED,280.43
2092,1,21,COMMITTED,279.75
2093,1,21,COMMITTED,282.18
2094,1,21,COMMITTED,282.16
2095,1,21,COMMITTED,282.97
2096,1,21,COMMITTED,282.82
2097,1,21,COMMITTED,282.59
2098,1,21,COMMITTED,283.52
2099,1,21,COMMITTED,282.61
2100,1,21,COMMITTED,281
2001,2,21,COMMITTED,283.84
2002,2,21,COMMITTED,284.1
2003,2,21,COMMITTED,280.78
2004,2,21,COMMITTED,282
2005,2,21,COMMITTED,284.71
2006,2,21,COMMITTED,285.27
2007,2,21,COMMITTED,279.73
2008,2,21,COMMITTED,286.18
2009,2,21,COMMITTED,287.09
2010,2,21,COMMITTED,281.76
2011,2,21,COMMITTED,281.45
2012,2,21,COMMITTED,284.22
2013,2,21,COMMITTED,281.61
2014,2,21,COMMITTED,282.93
2015,2,21,COMMITTED,284.3
2016,2,21,COMMITTED,285.18
2017,2,21,COMMITTED,283.55
2018,2,21,COMMITTED,283.42
2019,2,21,COMMITTED,283.37
2020,2,21,COMMITTED,282.05
2021,2,21,COMMITTED,283.19
2022,2,21,COMMITTED,283.41
2023,2,21,COMMITTED,283.28
2024,2,21,COMMITTED,285.51
2025,2,21,COMMITTED,283.66
2026,2,21,COMMITTED,282.92
2027,2,21,COMMITTED,282.56
2028,2,21,COMMITTED,284.74
2029,2,21,COMMITTED,282.69
2030,2,21,COMMITTED,285.4
2031,2,21,COMMITTED,282.16
2032,2,21,COMMITTED,285.3
2033,2,21,COMMITTED,284.49
2034,2,21,COMMITTED,283.76
2035,2,21,COMMITTED,282.1
2036,2,21,COMMITTED,284.08
2037,2,21,COMMITTED,281.9
2038,2,21,COMMITTED,284.96
2039,2,21,COMMITTED,281.06
2040,2,21,COMMITTED,280.92
2041,2,21,COMMITTED,283.29
2042,2,21,COMMITTED,286.16
2043,2,21,COMMITTED,282.09
2044,2,21,COMMITTED,282.85
2045,2,21,COMMITTED,284.21
2046,2,21,COMMITTED,283.23
2047,2,21,COMMITTED,283.01
2048,2,21,COMMITTED,282.12
2049,2,21,COMMITTED,281.39
2050,2,21,COMMITTED,282.77
2051,2,21,COMMITTED,284.41
2052,2,21,COMMITTED,281.78
2053,2,21,COMMITTED,284.25
2054,2,21,COMMITTED,282.62
2055,2,21,COMMITTED,284.61
2056,2,21,COMMITTED,281.98
2057,2,21,COMMITTED,284.76
2058,2,21,COMMITTED,283.75
2059,2,21,COMMITTED,282.38
2060,2,21,COMMITTED,283.26
2061,2,21,COMMITTED,284.23
2062,2,21,COMMITTED,281.34
2063,2,21,COMMITTED,282.73
2064,2,21,COMMITTED,284.38
2065,2,21,COMMITTED,284.65
2066,2,21,COMMITTED,281.66
2067,2,21,COMMITTED,282.61
2068,2,21,COMMITTED,283.15
2069,2,21,COMMITTED,285.32
2070,2,21,COMMITTED,282.52
2071,2,21,COMMITTED,280.78
2072,2,21,COMMITTED,283.31
2073,2,21,COMMITTED,282.43
2074,2,21,COMMITTED,281.83
2075,2,21,COMMITTED,284.15
2076,2,21,COMMITTED,280.8
2077,2,21,COMMITTED,283.68
2078,2,21,COMMITTED,283.18
2079,2,21,COMMITTED,283.58
2080,2,21,COMMITTED,282.77
2081,2,21,COMMITTED,282.99
2082,2,21,COMMITTED,282.66
2083,2,21,COMMITTED,282.84
2084,2,21,COMMITTED,285.34
2085,2,21,COMMITTED,283.39
2086,2,21,COMMITTED,281.65
2087,2,21,COMMITTED,282.33
2088,2,21,COMMITTED,283.53
2089,2,21,COMMITTED,282.58
2090,2,21,COMMITTED,284.24
2091,2,21,COMMITTED,284.7
2092,2,21,COMMITTED,283.79
2093,2,21,COMMITTED,282.51
2094,2,21,COMMITTED,284.56
2095,2,21,COMMITTED,283.45
2096,2,21,COMMITTED,284.99
2097,2,21,COMMITTED,285.12
2098,2,21,COMMITTED,283.44
2099,2,21,COMMITTED,283.04
2100,2,21,COMMITTED,281.32
2001,3,21,COMMITTED,285.92
2002,3,21,COMMITTED,286.85
2003,3,21,COMMITTED,284.88
2004,3,21,COMMITTED,285.16
2005,3,21,COMMITTED,286.84
2006,3,21,COMMITTED,288.28
2007,3,21,COMMITTED,284.87
2008,3,21,COMMITTED,287.65
2009,3,21,COMMITTED,288.81
2010,3,21,COMMITTED,288.11
2011,3,21,COMMITTED,287.8
2012,3,21,COMMITTED,286.23
2013,3,21,COMMITTED,284.92
2014,3,21,COMMITTED,286.7
2015,3,21,COMMITTED,285.49
2016,3,21,COMMITTED,287.9
2017,3,21,COMMITTED,287.12
2018,3,21,COMMITTED,285.84
2019,3,21,COMMITTED,287.92
2020,3,21,COMMITTED,287.25
2021,3,21,COMMITTED,287.82
2022,3,21,COMMITTED,284.35
2023,3,21,COMMITTED,286.42
2024,3,21,COMMITTED,288.72
2025,3,21,COMMITTED,288.78
2026,3,21,COMMITTED,285.82
2027,3,21,COMMITTED,286.28
2028,3,21,COMMITTED,287.78
2029,3,21,COMMITTED,287.24
2030,3,21,COMMITTED,286.8
2031,3,21,COMMITTED,285.08
2032,3,21,COMMITTED,287.68
2033,3,21,COMMITTED,288.17
2034,3,21,COMMITTED,287.65
2035,3,21,COMMITTED,286.19
2036,3,21,COMMITTED,287.22
2037,3,21,COMMITTED,284.66
2038,3,21,COMMITTED,286.57
2039,3,21,COMMITTED,285.8
2040,3,21,COMMITTED,287.9
2041,3,21,COMMITTED,286.17
2042,3,21,COMMITTED,288.34
2043,3,21,COMMITTED,283.75
2044,3,21,COMMITTED,286.69
2045,3,21,COMMITTED,288.37
2046,3,21,COMMITTED,287.96
2047,3,21,COMMITTED,287.36
2048,3,21,COMMITTED,284.41
2049,3,21,COMMITTED,285.11
2050,3,21,COMMITTED,287.78
2051,3,21,COMMITTED,287.41
2052,3,21,COMMITTED,285.13
2053,3,21,COMMITTED,284.68
2054,3,21,COMMITTED,286.6
2055,3,21,COMMITTED,286.56
2056,3,21,COMMITTED,285.54
2057,3,21,COMMITTED,285.61
2058,3,21,COMMITTED,288.03
2059,3,21,COMMITTED,285.81
2060,3,21,COMMITTED,285.97
2061,3,21,COMMITTED,287.47
2062,3,21,COMMITTED,287.16
2063,3,21,COMMITTED,284.92
2064,3,21,COMMITTED,290.37
2065,3,21,COMMITTED,288.44
2066,3,21,COMMITTED,287.69
2067,3,21,COMMITTED,285.79
2068,3,21,COMMITTED,288.48
2069,3,21,COMMITTED,285.79
2070,3,21,COMMITTED,288.64
2071,3,21,COMMITTED,285.62
2072,3,21,COMMITTED,284.72
2073,3,21,COMMITTED,285.99
2074,3,21,COMMITTED,286.58
2075,3,21,COMMITTED,285.46
2076,3,21,COMMITTED,283.9
2077,3,21,COMMITTED,284.81
2078,3,21,COMMITTED,285.24
2079,3,21,COMMITTED,285.88
2080,3,21,COMMITTED,287.95
2081,3,21,COMMITTED,286.57
2082,3,21,COMMITTED,285.2
2083,3,21,COMMITTED,288.08
2084,3,21,COMMITTED,285.49
2085,3,21,COMMITTED,287.98
2086,3,21,COMMITTED,283.2
2087,3,21,COMMITTED,283.37
2088,3,21,COMMITTED,285.61
2089,3,21,COMMITTED,285.41
2090,3,21,COMMITTED,287.26
2091,3,21,COMMITTED,284.33
2092,3,21,COMMITTED,286.5
2093,3,21,COMMITTED,288.27
2094,3,21,COMMITTED,287.18
2095,3,21,COMMITTED,284.89
2096,3,21,COMMITTED,286.34
2097,3,21,COMMITTED,286.26
2098,3,21,COMMITTED,288.37
2099,3,21,COMMITTED,285.81
2100,3,21,COMMITTED,282.82
2001,4,21,COMMITTED,289.96
2002,4,21,COMMITTED,288.94
2003,4,21,COMMITTED,289.22
2004,4,21,COMMITTED,289.96
2005,4,21,COMMITTED,288.87
2006,4,21,COMMITTED,289.26
2007,4,21,COMMITTED,288.58
2008,4,21,COMMITTED,290.75
2009,4,21,COMMITTED,288.95
2010,4,21,COMMITTED,290
2011,4,21,COMMITTED,289.63
2012,4,21,COMMITTED,287.92
2013,4,21,COMMITTED,289.71
2014,4,21,COMMITTED,289.09
2015,4,21,COMMITTED,287.64
2016,4,21,COMMITTED,288.4
2017,4,21,COMMITTED,291.17
2018,4,21,COMMITTED,291.04
2019,4,21,COMMITTED,288.51
2020,4,21,COMMITTED,288.6
2021,4,21,COMMITTED,290.73
2022,4,21,COMMITTED,292.78
2023,4,21,COMMITTED,290.18
2024,4,21,COMMITTED,291.37
2025,4,21,COMMITTED,290.7
2026,4,21,COMMITTED,289.46
2027,4,21,COMMITTED,288.48
2028,4,21,COMMITTED,288.23
2029,4,21,COMMITTED,289.7
2030,4,21,COMMITTED,288.25
2031,4,21,COMMITTED,289.6
2032,4,21,COMMITTED,289.85
2033,4,21,COMMITTED,291.83
2034,4,21,COMMITTED,288.89
2035,4,21,COMMITTED,289.9
2036,4,21,COMMITTED,289.12
2037,4,21,COMMITTED,289.4
2038,4,21,COMMITTED,290.37
2039,4,21,COMMITTED,289.24
2040,4,21,COMMITTED,288.38
2041,4,21,COMMITTED,289.77
2042,4,21,COMMITTED,288.57
2043,4,21,COMMITTED,289.43
2044,4,21,COMMITTED,291.08
2045,4,21,COMMITTED,288.59
2046,4,21,COMMITTED,290.81
2047,4,21,COMMITTED,287.61
2048,4,21,COMMITTED,289.51
2049,4,21,COMMITTED,287.46
2050,4,21,COMMITTED,290.3
2051,4,21,COMMITTED,289.89
2052,4,21,COMMITTED,289.2
